labels,data
4,سَرَقتَ قَلبي وَعَينُكَ اِعتَرَفَت # ما تَكتُمُ العَينُ ريبَةَ السارِقْ
3,أو تـرى بهمُ عـذر ذي كَذِبٍ # إن تجد خلل الخلق في نطقـهِ
1,طَلقُ الجَبينِ وَلِلحُسامِ تَبَسَّمٌ # طاوي المَصيرِ وَبِالقَناةِ ذُبولُ
9,قائم الخصر قاعد الردف أمري # فيهِ ما بين مقعدٍ ومقيم
13,وَقامَتِ الشَمسُ عَلى الرُؤوسِ # وَمَلَكَ السُكرُ عَلى النُفوسِ
0,أكرم به في الدهر من أوحدٍ # لم يختلف في فضله اثنان
13,معتصماً بالكرمِ المؤيد # مصلي الحمد على محمد
10,أَما تَتَّقين اللَهُ في قَتلِ عاشِقٍ # صَريعٍ نَحيلِ الجِسمِ كالخَيطِ ذائِبِ
11,وَلَم يَحتَج إِلى عَونٍ بِقَطرٍ # وَلَم يَكُ صاحِبَ الأَيدِ الشَديدِ
2,ومن أصبحت نارُ وجدي به # تُؤَجِّجها في الحشا أدمعي
0,لا أظلم الشيب فمن قبله # ما كان لي في طيب عيشٍ نصيب
9,وَكَأَنَّ الهِلالَ نِصفُ سِوارٍ # وَالثُرَيّا كَفٌّ تُشيرُ إِلَيهِ
13,حَتّى إِذا ما اِرتَفَعَ النَهارُ # ضَجَّت بِها الأَصواتُ وَالأَوتارُ
8,واللَه يخلقه بالخير في عقب # مبارك وذوي ودبه كثلوا
10,لِكُلٍّ مِنَ العُشَّاقِ رَأْيٌ يُجِلُّهُ # وَإِنْ جَالَ فِي الأَحدَاقِ مَا يُبْطِلُ الرَّأْيَا
9,فتحيّرْتُ فِيهما ثم أهوَي # ت بِحُكمِ الهَوى لذاتِ الخِضابِ
1,أَظْهَرْتَ فِيهِ مِنَ اللَّطائِفِ نُزْهَةً # كالرَّوْضِ يَحْسُنُ مَنْظَراً أَوْ مَخْبَرا
2,تُطيرُ الحَصى بِعُرى المَنسَمَينِ # إِذا الحاقِفاتُ أَلِفنَ الظِلالا
1,ويريك وجها بالسنا متهللا # عند العطاء كأنك المتصدق
2,وَما كُنتُ أَرضى بِذا مَن سِواكَ # أَيَرضى بِذا رَجُلٌ عاقِلُ
4,فمنْ تَبَاهَى بأَنَّهُ وتدٌ # فلْيَحْتَمِلْ دَقَّ كلِّ مِرْزَبَّهْ
9,سِرْنَ مِنْ حُسْنِهِنَّ في الشَّرْقِ والغَرْ # بِ فَكُنَّ الكَواكِبَ السَّيَّارَهْ
0,حمام دمعي في الهوى نافقٌ # بكوكبٍ للخدِّ وقَّاد
10,أَرى الدَهرَ وَالأَيامَ تَفنى وَتَنقَضي # وَحُبُّكِ لا يَزدادُ إِلّا تَمادِيا
8,علّامة الدَهر مَولانا وَسيدنا # أَنتَ الَّذي كَثرت فينا نَصائِحهُ
0,خِلٌّ ظَلومٌ كُلَّما زدتهُ # مَوَدّةً زادَ تَجَنّيهِ
2,هَبوني أَغُضُّ إِذا ما بَدَت # وَأملِكُ طَرفي فَلا أَنظُرُ
8,فَمَكَّنَ اللَهُ مِن صَدرٍ وَمِن عُنُقٍ # مِمَّن يُفارِقُهُ الأَغلالَ وَالعِلَلا
10,تَمُرُّ الصَبا صَفحاً بِساكِنِ ذي الغَضى # وَيَصدَعُ قَلبي أَن يَهُبَّ هُبوبُها
2,وغانيةٍ سِرْتُ عنها لكي # أَعودَ بكَسْبٍ يُريها المُنَى
0,ما حَلَّلَت غَيرَ سُلَيمى دَمي # لا طالبَ اللَهُ سُلَيمى بِثار
10,رَأَيتُكِ يُدنيني إِلَيكِ تَباعُدي # فَباعَدتُ نَفسي لِاِلتِماسِ التَقَرُّبِ
2,ذنوبي إلهي قد أثقلتني # حنانيك هدني طريق الرشاد
0,وَرُبّ ظمآنَ إلى مَوْرِدٍ # وَالمَوْتُ لوْ يَعْلَمُ في وِرْدِهِ
10,عَسى إِن حَجَجنا أَن نَرى أُمَّ مالِكٍ # وَيَجمَعَنا بِالنَخلَتَينِ مَضيقُ
2,فيا كعبةً شهدت هائمَين # أفاءا إلى حسنها المنتقَى
7,مَلَكوا البَرَّ فَلَمّا لَم يَسَع # مَجدَهُم نالوا مِنَ البَحرِ المَراما
7,واعْلَما أنَّ أناتي وثْبَةٌ # وإنِ اغْتُرَّ بطولِ الأمَدِ
11,وَمَا قَدْ فَاتَ مِنْهَا الْحَصْرَ نَثْراً # وَأَعْجَزَ كُلَّ ذِي قَلَمٍ وَنُونِ
13,وَبَعضُهُم يُصلَبُ قَبلَ المَوتِ # وَبَعضُهُم يَإِنُّ تَحتَ البَيتِ
11,فَإِنّ أسلَم أَعُمَّهُم بِحَربٍ # يَشِيبُ لهَولِهَا رَأسُ الغُلاَمِ
0,قَد عَمَّنا الغِشُّ وَأَزرى بِنا # في زَمَنٍ أَعوَزَ فيهِ الخُصوص
0,غصن من البان إذا ما انثنى # أبصرت فيه ألف بستان
13,وَساقَهُ الحَينُ إِلى الإِمامِ # وَالنَفس تَستَجر لِلحِمامِ
7,وَهَوَى القَلبِ الَّذِي أَعْجَبَهُ # صورَةٌ أَحسَنُ مَن لاثَ الخُمُرْ
11,كَصَدرِ السَيفِ أَخلَصَهُ صِقالٌ # إِذا ما هُزَّ مَشهوراً حُساما
1,والأُنْسُ دانٍ الحدائقُ تزدهى # ولنا حديث كاللآلئ يُنْظَمُ
8,والأمن واليمن فيها للنزيل بها # والواردين إذ جاءوا وإن قفلوا
4,ما كنتُ أحمل هجراً # فكيفَ أحملُ فقدَك
7,آه من دار نعيم كلما # جئتها أجتاز جسراً من لهيبِ
1,مُتَمَلمِلاً أَلَماً بِمَصرَعِ سَيِّدٍ # قَد كانَ سابِقَ حَلبَةِ النُجَباءِ
3,يَبـنـي فيـهـا بإنـابته # مــا هــدَّمــه أيـامَ صِـبــا
7,لا الحِجى لَمّا تَناهى غَرَّها # بِالمَقاديرِ وَلا العِلمُ زَهاها
4,حُسْنِي إِلَى جَانِبِي وَسَطْوَتُهُ # حُصْنِي فَمَا خَشْيَتِي وَمَا حَذَرِي
8,وَلا تَجَمَّلَت بِالأَرياشِ مُفتَخِراً # وَلا اِفتَتَنتَ بِحُبِّ الأَهلِ وَالسَكَنِ
9,وأجالَ الربيعُ أخضَرَ كفَّي # هِ ليمحو اصفرارَه المُتراكم
13,واشتبه الزئير بالهرير # أصبحت أشكو قلة النصير
10,إِلى اللَهِ أَشكو صَبوَتي بَعدَ كُربَتي # وَنيرانُ شَوقي ما بِهِنَّ فُتورُ
1,كالبدرِ في بُعدِ المنالِ وفي السّنا # والريمِ في كحَلٍ وفرطِ نِفارِ
7,يحْسبُ المَوْردَ آلاً لامِعاً # وصداهُ الفرد جيشاً ذا زَجَلْ
0,هذا دَمُ الراحِ به واقفٌ # وذا دَمُ الأدمعِ فيه يسيح
2,وَإِن ضاقَ بِالمَوتِ صَدرُ اِمرِئٍ # فَصَدرُكَ بِالمَوتِ لَم يَحرَجِ
11,إِذا زُيَّنَّ في أَيّامِ حَفلٍ # بَدَت خَيلُ المَريدِ مُسَوَّماتِ
0,لَو لَم تَكُن دُنياكَ مَذمومَةٌ # ما أَولَعَ اللَهُ بِها الأَلسُنا
8,أحيا العباد به لما تولاها # أمست عمير به في حفظ مؤتمن
2,مَرَتهُ النُعامى فَلَم يَعتَرِف # خِلافَ النُعامى مِنَ الشامِ ريحا
11,وشمسٌ في قِناعِكِ أم هِلال # تزيّا فيكِ أو بدرٌ تَمامُ
13,فيا أمانيَّ النفوسِ بعدَما # بانوا إذا لم يَرجِعوا لا تَرجعي
10,جَنابٌ عَزيزٌ خَطَّه المَجْدُ والعُلَى # وألقَى عَصَاه وسطَهُ اليُمْنُ والسَّعْدُ
2,طَويلَ النِجادِ رَفيعَ العِمادِ # سادَ عَشيرَتَهُ أَمرَدا
8,مُوَدِّعي قَمَرٌ تَسبي إِشارَتُهُ # إِذا رَنا ساطِعُ الأَنوارِ في البَلَدِ
13,يُبَشِّرُ الناسَ بِهادٍ جاءَهُم # وَأَن مَهدِيَّ الزَمان قَد أَتى
9,ليَ شغلٌ يا صاح بالنظرِ المنص # ور عنهم بالمدمع السفّاح
8,قَد حُزتَ في الفَضلِ مالا حازَتِ الكُتُبُ # أَستَغفِرُ اللَهَ بَل لا حازَتِ الكُتُبُ
0,وأنتِ يا أغصانَ بانَ النقا # إذا تثنى فاسجدي واركعي
13,ظبيٌ إذا ماس ولاح وجهُه # رايت غُصناً بالهلال مُثمرا
9,لك شعرٌ وقامةٌ إن يكونا # رايةً فهيَ راية الأفراح
8,أين الأحبَّةُ لم يوفوا بما وعدوا # مِن بعدِما أنجزَ التفريقُ ما وعدا
7,تُمنَحُ التَأييدَ يُجلى لَكَ عَن # ظَفَرٍ حُلوٍ وَعِزٍّ أَقعَسِ
4,والمِقضب الكاسر الشَّبا وكذا ال # مِفصل معناه هاشم البطل
7,وانظُراني وانظرا الحاسد لي # فمع اللَّحظِ زوالُ الرِّيبِ
9,حُمِلَتْ مِنْ عَطائِهِ أَلْفُ دِينا # رِ إِلَينا مِنْ بَعْدِها أَلْفانِ
2,فَلَمّا مَضى العُمرُ إِلّا الأَقَلَّ # وَحُمَّ لِروحي فُراقُ الجَسَد
13,تسعى لها قوائم لا تتبع # وكيف لا وهي الرياح الأربع
13,من عمد كسب الذنب والخطاء # أطلب منك جازة الدنياء
7,حَيِّهِ وَاِنثُر عَلى أَكمامِهِ # مِن نِطافِ الماءِ أَشباهَ الدُرَر
9,يا أبا هاشمَ المُظفَّر لا زلْ # تَ تُغيرُ العدوَّ طولَ الدُهورِ
10,قِفا وَدِّعا نَجداً وَمَن حَلَّ بِالحِمى # وَقَلَّ لِنَجدٍ عِندَنا أَن يُوَدَّعا
3,والبُغْضُ يُنَوّلُنِي صَفَداً # وأنَا في الحُبِّ مُصَفَّدُهُ
4,رِيَاضَةٌ جَمَّةٌ مَنَافِعُهَا # سِلْماً وَحَرْباً لِلْحَاذِقِ الفَهِمِ
10,شَرَيتُ بِشاتي شِبهَ لَيلى وَلَو أَبوا # لَأَعطَيتُ مِن مالي طَريفي وَتالِدي
13,وَصاحِبُ المُلكِ الَّذي لا يَنبَغي # إِلّا لَهُ أَينَ ثَوى حالَةَ خَر
6,يا مكس قل لي أحق # قد وسّدوك الحجارة
4,أو لا فأير الحمار في فمها # فهو مناها إن قلت في حرها
7,ما الذي يخلقنا من عدم # ما الذي يجري حياة في الجماد
0,بَنَوكِ يا دُنيا عَلى غِرَّةٍ # لَو لَم يُغَرّوا بِكِ ما سُرّوا
0,يَارَبِّ لا تُشمِتْ بِنا حَمْزَهْ # وَقَفِّزَ النيلَ لنا قَفْزَهْ
8,بدرٌ يدُيرُ عيوناً منه ساجيةً # في كَسْرِ جفنِ مريضِ اللحظِ ساجيهِ
10,وَهَبتُ لِضَنّي سوءَ ظَنّي وَلَم أَدَع # عَلى حالِهِ قَلبي يُسِرُّ لَهُ شَرّا
1,فالوردُ وردُ جورَ والبنفسجُ # بنفسجُ الكوفةِ حين يأْرَجُ
13,وَلا تَزُر مَعهَدَ رَبعٍ قَد خَلا # وَزُر حِمىً عَنهُ سَناها مَاِنتَقَل
9,وترنحتُ بين جنبيك تلهو # بي فتطغَى آناً وتهدأ آنا
2,إذَا ناءَ أَوَّلُكُم مُصعِداً # يَقُولُ لآخِرِكُم صَوِّبِ
1,يتهللون ببدر طلعته وهم # من حوله مثل النجوم الطلع
4,أَجرَيتُ ما بَينَنا مَعاتِبَةً # فَليَعتِبِ العاشِقونَ إِن عَتَبوا
2,كَبِرتَ فَأَصبَحتَ لِلراشِدينَ # كَبُرتٍ يُعَدُّ لِهَديٍ دَليلا
2,بِمِثلِ الحَنِيِّ بَراها الكَلالُ # يَنزِعنَ آلاً وَيَركُضنَ آلا
1,يا ثغرَهُ سِرْ فيّ سيرةَ كأسِه # ورضابِه خُذْ فيّ أخذَ مُدامِه
4,صدق وَعود الحسان أَجمَعها # فداً لِلذّات وَعدك الكاذب
4,وَمَن بِوَجهي مَن حُبِّهُ عَلَمٌ # لَيسَ يَراهُ إِلّا المُحِبّونا
10,كَتَبتُ اِسمَها في راحَتي وَلَثَمتُهُ # أُقَبِّلُهُ طَوراً وَطَوراً أُعاتِبُه
1,نَبِّه وَليدَكَ مِن صِباهُ بِزَجرَةٍ # فَلَرُبَّما أَغفى هُناكَ ذَكاؤُهُ
13,ما زال عمري في هواه ضائعا # حتى مضى في الفارغ البطال
2,لأني ما خلتُ أن القتي # ل يُوصي لقاتله بالدِّيَه
4,قَد قُلتُ لَمّا فَقَدتُ كُتبَكُمُ # كَعَهدِكُم وَالزَمانُ مُؤتَلِفُ
7,ذُخِرَتْ وِتْراً وشَفْعاً لَكُمُ # فاقْتَضُوا مِنْ غُرِّها ما ذُخِرا
10,فَعَينَكَ لُمها إِنَّ عَينَكَ حَمَّلَت # فُؤادَكَ ما يَعيا بِهِ المُتَحَمِّلُ
6,شيبت موارِد عيسى # والشِّعر والشَّعر شابا
8,وربَّ روضٍ أراني حسنَ منظرِه # والشمسُ تَشرُقُ في أرجائهِ أُصُلا
1,لا عيب فيه غير ان نواله # منه اكاد اذا تزايد اغرق
0,هَب مَنطِقي سَمعَكَ يا وَهبُ # وَعُج بِهِ يَبدُ لَكَ العُجبُ
0,ناجِيَةٌ في عِزِّ أَملاكِها # أَن يُظهِرَ الدَهرُ لَها ما خَبَأ
1,حتى لقد بلغ الذميل بك الوجا # والنص والإنجاب أوحيك العنا
0,إنَّ بني الصَّاحِبِ قد فاتَهُمْ # أرْوَعُ مِثلُ العَلَمِ الزَّاهِرِ
1,ما حرك العود النسيم وصفّقت # ورق الغصون على غنا الورقاء
11,تقول لروحِه الأفلاكُ أهلاً # لنا زمنٌ على هذا ندور
10,بَلى وَالَّذي لا يَعلَمُ الغَيبَ غَيرَهُ # بِقُدرَتِهِ تَجري المَراكِبُ في البَحرِ
